"Notice
Date","Received
Date","Effective
Date",Company,County,No. Of Employees,Layoff/Closure Type,Address
01/10/2022,01/26/2022,03/10/2022,"Red Collar Pet Foods, Inc.",San Bernardino County,69,Closure Permanent,"2765 Lexington Way San Bernardino CA
92407"
01/17/2022,01/26/2022,03/25/2022,Coastal Nursery,Santa Cruz County,50,Layoff Permanent,117 Rancho Rd. Watsonville CA 95076
01/27/2022,01/27/2022,04/01/2022,Schneider Electric,Fresno County,10,Closure Permanent,"200 W. Pontiac Way Bldg 5 Clovis CA
93612"
01/27/2022,01/27/2022,03/28/2022,Beachbody LLC,Los Angeles County,70,Layoff Permanent,"400 Continental Blvd Suite 400 El Segundo
CA 90245"
01/27/2022,01/27/2022,03/31/2022,"Davidson Hotel Company LLC dba Pivot Hotels and
Resorts at Bei Hotel San Francisco",San Francisco County,110,Layoff Permanent,50 8th Street San Francisco CA 94103
01/27/2022,01/28/2022,04/01/2022,"Herbalife International of America, Inc.",Los Angeles County,3,Layoff Permanent,"800 West Olympic Blvd Los Angeles CA
90015"
01/27/2022,01/28/2022,04/01/2022,"Herbalife International of America, Inc.",Los Angeles County,53,Layoff Permanent,950 West 190th Street Torrance CA 90502
01/27/2022,01/28/2022,04/01/2022,"Herbalife International of America, Inc.",Los Angeles County,34,Layoff Permanent,990 West 190th Street Torrance CA 90502
01/26/2022,01/28/2022,03/28/2022,PD Systems,Monterey County,51,Layoff Permanent,"Fort Hunter Liggett, Building 3360, Hunter
Liggett Road Jolon CA 93928"
01/28/2022,01/31/2022,04/02/2022,Accredited Home Health Services,Los Angeles County,128,Closure Permanent,"5955 De Soto Avenue, Suite 160 Woodland
Hills CA 91367"
01/28/2022,01/31/2022,04/02/2022,Accredited Home Health Services,Los Angeles County,42,Closure Permanent,"10801 National Blvd, Suite 330 Los
Angeles CA 90064"
01/28/2022,01/31/2022,04/02/2022,Accredited Home Health Services,Los Angeles County,25,Closure Permanent,"572 E. Green Street, Suite 300 Pasadena
CA 91101"
02/01/2022,02/03/2022,04/07/2022,WinnPointe Corporation dba Interactive Mortgage,Orange County,51,Layoff Permanent,"1 City Blvd. West, Suite 1650 Orange CA
92868"
01/31/2022,02/03/2022,03/31/2022,Benchmarks Electronics Inc.,Ventura County,17,Closure Permanent,200 Science Drive Moorpark CA 93021
01/26/2022,02/07/2022,01/26/2022,"Atara Biotherapeutics, Inc.",Ventura County,140,Layoff Permanent,"2430 Conejo Spectrum St. Thousand Oaks
CA 91320"
02/09/2022,02/09/2022,03/27/2022,"Emerald Textiles, LLC",Sacramento County,112,Closure Permanent,8360 Belvedere Ave Sacramento CA 95826
02/10/2022,02/10/2022,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta Fremont with
L.Q. Management LLC",Alameda County,16,Layoff Permanent,46200 Landing Parkway Fremont CA 94538
02/10/2022,02/10/2022,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta Fresno with
L.Q. Management LLC",Fresno County,21,Layoff Permanent,2926 Tulare Fresno CA 93721
02/10/2022,02/10/2022,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta Anaheim
with L.Q. Management LLC",Orange County,19,Layoff Permanent,1752 S. Clementine St. Anaheim CA 92802
02/10/2022,02/10/2022,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta Buena Park
with L.Q. Management LLC",Orange County,27,Layoff Permanent,3 Centerpointe Drive La Palma CA 90623
02/10/2022,02/10/2022,03/02/2022,"Wyndham Hotels & Resorts dba La Quinta Irvine
Spectrum with L.Q. Management LLC",Orange County,21,Layoff Permanent,"14972 Sand Canyon Avenue Irvine CA
92618"
02/10/2022,02/11/2022,04/12/2022,Biosplice Services Corporation,San Diego County,23,Layoff Permanent,"9360 Towne Centre Drive San Diego CA
92121"
02/10/2022,02/11/2022,03/01/2022,"Land O&rsquo;Lakes, Inc.",Yolo County,6,Closure Permanent,7661 Becker Road Davis CA 95618
12/02/2021,02/14/2022,01/23/2022,SBE,Los Angeles County,40,Closure Permanent,702 American Way Glendale CA 91210
02/03/2022,02/16/2022,04/09/2022,Marin General Hospital dba MarinHealth Medical Center,Marin County,42,Layoff Permanent,250 Bon Air Road Greenbrae CA 94904
02/03/2022,02/16/2022,04/09/2022,Marin General Hospital dba MarinHealth Medical Center,Marin County,14,Layoff Permanent,1240 S Eliseo Dr Greenbrae CA 94904
02/03/2022,02/16/2022,04/09/2022,Marin General Hospital dba MarinHealth Medical Center,Marin County,4,Layoff Permanent,1300 S Eliseo Dr Greenbrae CA 94904
02/03/2022,02/16/2022,04/09/2022,Marin General Hospital dba MarinHealth Medical Center,Marin County,3,Layoff Permanent,75 Rowland Way Novato CA 94945
02/03/2022,02/16/2022,04/09/2022,Marin General Hospital dba MarinHealth Medical Center,Marin County,41,Layoff Permanent,"3950 Civic Center Drive San Rafael CA
94903"
02/15/2022,02/16/2022,05/12/2022,Walkenhorst&rsquo;s,Napa County,11,Closure Permanent,"211 Gateway Rd West, Suite 201 Napa CA
94558"
02/15/2022,02/16/2022,05/20/2022,Walmart,Orange County,105,Closure Permanent,10912 Katella Ave Garden Grove CA 92804
02/15/2022,02/16/2022,02/16/2022,Allakos,San Mateo County,61,Layoff Permanent,975 Island Drive Redwood City CA 94065
02/15/2022,02/17/2022,04/18/2022,"Delicato Vineyards LLC dba Delicato Family Wines and
San Bernabe Vineyards LLC, Delaware Limited Lia",Monterey County,26,Layoff Permanent,53001 Oasis Rd. King City CA 93930
02/16/2022,02/17/2022,03/01/2022,Nan McKay & Associates,San Francisco County,68,Closure Permanent,"1815 Egbert Avenue San Francisco CA
94124"
02/15/2022,02/17/2022,04/17/2022,"Crothall Healthcare Environmental Services at Adventist
Health Sonora",Tuolumne County,25,Layoff Permanent,1000 Greenley Rd. Sonora CA 95370
02/18/2022,02/18/2022,04/20/2022,"Hyperloop Technologies, Inc. dba Virgin Hyperloop",Los Angeles County,84,Layoff Permanent,2159 Bay St. Los Angeles CA 90021
02/15/2022,02/22/2022,04/17/2022,Crothall Healthcare Delano,Kern County,31,Layoff Permanent,1401 Garces Hwy Delano CA 93215
02/15/2022,02/22/2022,04/17/2022,Crothall Healthcare Bakersfield,Kern County,89,Layoff Permanent,2615 Chester Avenue Bakersfield CA 93301
02/15/2022,02/22/2022,04/17/2022,Crothall Healthcare Tehachapi,Kern County,13,Layoff Permanent,1100 Magellan Drive Tehachapi CA 93561
02/22/2022,02/22/2022,04/29/2022,Alza Corporation,Solano County,6,Layoff Permanent,700 Eubanks Drive Vacaville CA 95688
02/23/2022,02/23/2022,04/20/2022,St. John&rsquo;s Retirement Village,Yolo County,64,Closure Permanent,135 Woodland Ave. Woodland CA 95695
02/25/2022,02/25/2022,04/29/2022,"California Psychcare, Inc., Behavior Respite in Action,
Inc. and Z & S Management Corporation",Kern County,36,Closure Permanent,"732 N Norma Street, Unit B Ridgecrest CA
93555"
02/28/2022,02/28/2022,04/30/2022,"Trego/Dugan Aviation of Grand Island, Inc.",San Francisco County,35,Closure Permanent,"780 S Airport Blvd. San Francisco CA
94128"
03/04/2022,03/04/2022,05/06/2022,"Nestle USA, Inc",Monterey County,104,Closure Permanent,3080 Hilltop Road Moss Landing CA 95039
03/02/2022,03/04/2022,05/01/2022,"FedEx Supply Chain, Inc.",San Bernardino County,80,Closure Permanent,"1670 Champagne Avenue Ontario CA
91761"
03/02/2022,03/04/2022,03/02/2022,"Fox Factory, Inc",Santa Cruz County,83,Layoff Permanent,200 El Pueblo Road Scotts Valley CA 95066
03/04/2022,03/07/2022,05/09/2022,"Keeco, LLC",Los Angeles County,134,Closure Permanent,"5770 Peachtree Street Los Angeles CA
90040"
03/04/2022,03/07/2022,05/06/2022,"Employnet, Inc.",Monterey County,36,Layoff Permanent,3080 Hilltop Road Moss Landing CA 95039
01/31/2022,03/07/2022,03/02/2022,"Meriliz, Inc. dba Dome Printing",Sacramento County,34,Closure Permanent,2031 Dome Lane Mcclellan CA 95652
03/04/2022,03/07/2022,03/04/2022,"Prospect Financial Group Inc. DBA Prospect Home
Finance",San Diego County,5,Layoff Permanent,"7825 Fay Avenue Suite 160 La Jolla CA
92037"
03/04/2022,03/07/2022,03/04/2022,"Prospect Financial Group Inc. DBA Prospect Home
Finance",San Diego County,5,Layoff Permanent,"7825 Fay Avenue Suite 160 La Jolla CA
92037"
03/07/2022,03/08/2022,05/06/2022,Pennymac,Los Angeles County,16,Layoff Permanent,"3043 Townsgate Road Westlake Village CA
91361"
03/07/2022,03/08/2022,05/06/2022,Pennymac,Los Angeles County,80,Layoff Permanent,"112 Lakeview Canyon Westlake Village CA
91361"
03/07/2022,03/08/2022,05/06/2022,Pennymac,Los Angeles County,24,Layoff Permanent,251 S. Lake Avenue Pasadena CA 91101
02/16/2022,03/08/2022,04/18/2022,"Pacific Catch, Inc.",San Francisco County,63,Layoff Temporary,1200 9th Avenue San Francisco CA 94122
03/07/2022,03/09/2022,05/06/2022,Pennymac,Ventura County,16,Layoff Permanent,6101 Condor Drive Moorpark CA 93021
03/07/2022,03/10/2022,05/15/2022,"CWD, LLC dba Centric Parts",Los Angeles County,252,Layoff Permanent,14528 Bonelli St. City of Industry CA 91746
03/08/2022,03/10/2022,05/07/2022,Curology Inc.,San Diego County,91,Closure Permanent,"5717 Pacific Center Drive Suite 200 San
Diego CA 92121"
03/08/2022,03/10/2022,05/07/2022,Curology Inc.,San Francisco County,39,Closure Permanent,"353 Sacramento St. Suite 1300 San
Francisco CA 94111"
03/09/2022,03/10/2022,05/09/2022,Pacific Catch Inc.,Santa Clara County,86,Closure Temporary,"1875 S. Bascom Avenue Suite 550
Campbell CA 95008"
03/10/2022,03/14/2022,03/31/2022,DS Operations LLC dba Donahue Schriber,Orange County,36,Closure Permanent,"200 E. Baker Street, Suite 100 Costa Mesa
CA 92626"
03/14/2022,03/15/2022,05/14/2022,GXO Logistics Supply Chain Inc.,Fresno County,139,Closure Permanent,"3443 East Central Avenue Fresno CA
93725"
03/07/2022,03/15/2022,05/06/2022,MedImpact Healthcare Systems,San Diego County,76,Layoff Permanent,"10181 Scripps Gateway Ct San Diego CA
92131"
03/07/2022,03/15/2022,05/06/2022,MedImpact Healthcare Systems,San Diego County,49,Layoff Permanent,"10159 Scripps Gateway Ct. San Diego CA
92131"
03/11/2022,03/16/2022,05/13/2022,"Positive Pathways, LLC",Contra Costa County,8,Closure Permanent,640 W. 2nd Street Antioch CA 94509
03/07/2022,03/16/2022,05/06/2022,Pennymac,Los Angeles County,19,Layoff Permanent,29903 Agoura Road Agoura Hills CA 91301
03/15/2022,03/16/2022,05/17/2022,"Monarch Delivers, LLC",Orange County,72,Closure Permanent,25725 Jeronimo Rd Mission Viejo CA 92691
03/07/2022,03/16/2022,05/06/2022,Pennymac,Placer County,81,Layoff Permanent,3013 Douglas Blvd Roseville CA 95661
03/11/2022,03/16/2022,05/13/2022,"Positive Pathways, LLC",San Francisco County,82,Closure Permanent,"1501 Mariposa Street, Suite 312 San
Francisco CA 94107"
03/17/2022,03/17/2022,05/20/2022,Aramark Educational Services LLC,Orange County,140,Layoff Permanent,"800 N. State College Blvd. Fullerton CA
92831"
03/15/2022,03/17/2022,04/16/2022,PULAU Corporation,San Bernardino County,48,Layoff Permanent,"Building 6100 Barstow Road Fort Irwin CA
92310"
03/15/2022,03/17/2022,04/16/2022,PULAU Corporation,San Bernardino County,12,Layoff Permanent,"Bicycle Lake Army Airfield 6201A
Westbrook Ave. Fort Irwin CA 92310"
03/18/2022,03/18/2022,06/30/2022,Siemens Healthcare Diagnostics Inc.,Los Angeles County,86,Closure Permanent,"5210 Pacific Concourse Drive Los Angeles
CA 90045"
03/09/2022,03/18/2022,04/01/2022,"Gama Berry Farms, LLC",Ventura County,89,Closure Permanent,4110 Wood Road Oxnard CA 93030
03/09/2022,03/18/2022,04/01/2022,"Gama Berry Farms, LLC",Ventura County,89,Closure Permanent,4000 Central Avenue Camarillo CA 93010
03/21/2022,03/21/2022,05/27/2022,"Interviewing Service of America, LLC",Los Angeles County,100,Closure Permanent,"15400 Sherman Way, Suite 400 Van Nuys
CA 91406"
03/21/2022,03/21/2022,04/10/2022,"Davidson Hotel Company LLC dba Pivot Hotels and
Resorts",San Francisco County,83,Layoff Permanent,50 8th St San Francisco CA 94103
03/21/2022,03/21/2022,04/10/2022,"Davidson Hotel Company LLC dba Pivot Hotels and
Resorts",San Francisco County,83,Layoff Permanent,50 8th St San Francisco CA 94103
03/16/2022,03/22/2022,05/16/2022,General Atomics,San Diego County,1,Layoff Permanent,"11222 Flintkote Avenue San Diego CA
92121"
03/16/2022,03/22/2022,05/16/2022,General Atomics,San Diego County,11,Layoff Permanent,"16761 Via Del Campo Ct. San Diego CA
92127"
03/16/2022,03/22/2022,05/16/2022,General Atomics,San Diego County,3,Layoff Permanent,"16825 Via Del Campo Ct. San Diego CA
92127"
03/16/2022,03/22/2022,05/16/2022,General Atomics,San Diego County,47,Layoff Permanent,16969 Mesamint St. San Diego CA 92127
03/16/2022,03/22/2022,05/16/2022,General Atomics,San Diego County,1,Layoff Permanent,10880 Thornmint Rd. San Diego CA 92127
03/16/2022,03/22/2022,05/16/2022,General Atomics,San Diego County,40,Layoff Permanent,16530 Via Esprillo San Diego CA 92127
03/16/2022,03/22/2022,05/16/2022,General Atomics,San Diego County,10,Layoff Permanent,16510 Via Esprillo San Diego CA 92127
03/23/2022,03/23/2022,04/18/2022,Azusa Pacific University,Los Angeles County,27,Layoff Permanent,901 E. Alosta Ave. Azusa CA 91702
03/07/2022,03/23/2022,06/30/2022,Edelmann USA Inc.,San Bernardino County,90,Closure Permanent,2150 S. Parco Avenue Ontario CA 91761
01/21/2022,03/23/2022,07/14/2022,Watsonville Community Hospital,Santa Cruz County,658,Closure Permanent,75 Nielson Street Watsonville CA 95076
03/25/2022,03/25/2022,06/03/2022,Respironics California LLC,San Diego County,130,Closure Permanent,2271 Cosmos Court Carlsbad CA 92011
03/18/2022,03/28/2022,06/30/2022,"McWane, Inc. dba Anaco",Riverside County,198,Closure Permanent,1001 El Camino Ave Corona CA 92879
03/18/2022,03/28/2022,06/30/2022,"McWane, Inc. dba Anaco",Riverside County,198,Closure Permanent,1001 El Camino Ave Corona CA 92879
03/28/2022,03/28/2022,05/30/2022,"Vestra Labs, LLC",Sacramento County,72,Layoff Permanent,"Serna Center, 5735 47th Avenue
Sacramento CA 95824"
03/28/2022,03/28/2022,04/10/2022,"Davidson Hotel Company LLC dba Pivot Hotels and
Resorts",San Francisco County,83,Layoff Permanent,50 8th St San Francisco CA 94103
03/28/2022,03/28/2022,05/24/2022,SunPower,Santa Clara County,89,Layoff Permanent,51 Rio Robles San Jose CA 95134
03/29/2022,03/30/2022,05/31/2022,365 Delivery Inc.,Los Angeles County,58,Closure Permanent,"4187 Temple City Blvd. Rosemead CA
91770"
03/29/2022,03/30/2022,05/31/2022,365 Delivery Inc.,Riverside County,53,Closure Permanent,"6250 Sycamore Canyon Blvd. Riverside CA
92507"
03/21/2022,03/30/2022,06/30/2022,KRA,San Diego County,11,Layoff Permanent,"330 Park Blvd. Room #555 San Diego CA
92101"
03/21/2022,03/30/2022,06/30/2022,KRA,San Diego County,6,Layoff Permanent,151 Van Houten Ave. El Cajon CA 92020
03/21/2022,03/30/2022,06/30/2022,KRA,San Diego County,6,Layoff Permanent,"649 W. Mission Ave. Room 2400
Escondido CA 92025"
03/21/2022,03/30/2022,06/30/2022,KRA,San Diego County,17,Layoff Permanent,4389 Imperial Ave. San Diego CA 92113
03/21/2022,03/30/2022,06/30/2022,KRA,San Diego County,6,Layoff Permanent,"3708 Ocean Ranch Blvd Oceanside CA
92056"
03/21/2022,03/30/2022,06/30/2022,KRA,San Diego County,11,Layoff Permanent,"1111 Bay Blvd., Suite E Chula Vista CA
91911"
04/01/2022,04/01/2022,03/31/2022,"Aaren Scientific, Inc.",San Bernardino County,36,Layoff Temporary,"1040 S. Vintage Ave., Bldg. A Ontario CA
91761"
03/31/2022,04/01/2022,04/01/2022,San Francisco SPCA,San Francisco County,40,Closure Permanent,"2343 Fillmore Street San Francisco CA
94115"
03/29/2022,04/01/2022,05/31/2022,"Arm, Inc.",Santa Clara County,80,Layoff Permanent,150 Rose Orchard Way San Jose CA 95134
04/01/2022,04/04/2022,06/01/2022,"Autodesk, Inc.",Los Angeles County,1,Closure Permanent,210 Main Street Venice CA 90291
04/01/2022,04/04/2022,05/31/2022,Buffalo Wild Wings,Los Angeles County,26,Closure Permanent,3939 Crenshaw Blvd Los Angeles CA 90008
04/04/2022,04/04/2022,05/02/2022,North Island Credit Union,San Diego County,4,Closure Permanent,"288 N El Camino Real, Ste B Encinitas CA
92024"
04/04/2022,04/04/2022,05/02/2022,North Island Credit Union,San Diego County,4,Closure Permanent,"288 N El Camino Real, Ste B Encinitas CA
92024"
04/01/2022,04/04/2022,06/09/2022,Student Transportation of America,Santa Barbara County,79,Closure Permanent,1331 Jason Way Santa Maria CA 93455
04/04/2022,04/05/2022,06/04/2022,"PerkinElmer Health Sciences Inc. at the CA Dept. of
Public Health's Laboratory",Los Angeles County,75,Closure Permanent,28454 Livingston Ave. Valencia CA 91355
04/04/2022,04/06/2022,06/01/2022,"Cast Parts, Inc. DBA CPP-Pomona",Los Angeles County,132,Closure Permanent,"4200 West Valley Boulevard Pomona CA
91769"
04/04/2022,04/07/2022,06/09/2022,AB&I Foundry,Alameda County,193,Closure Permanent,"7825 San Leandro Street Oakland CA
94621"
04/06/2022,04/07/2022,07/16/2022,Pitney Bowes Inc.,Orange County,37,Closure Permanent,"16350 Gothard Street Huntington Beach
CA 92647"
04/08/2022,04/11/2022,06/07/2022,"Sublime Machining, LLC",Alameda County,47,Closure Permanent,2537 Willow St. Oakland CA 94607
04/12/2022,04/13/2022,06/12/2022,Vons Companies&rsquo; Norwalk Beverage Plant,Los Angeles County,69,Layoff Permanent,12844 Excelsior Dr. Norwalk CA 90650
04/12/2022,04/14/2022,05/27/2022,Mag Parts Inc. dba CPP-Azusa,Los Angeles County,41,Closure Permanent,1545 W. Roosevelt St. Azusa CA 91702
04/13/2022,04/14/2022,06/15/2022,InterValley Health Plan,Los Angeles County,110,Layoff Permanent,"300 S. Park Avenue Suite 300 Pomona CA
91766"
04/13/2022,04/14/2022,06/15/2022,InterValley Health Plan,Los Angeles County,1,Layoff Permanent,"1601 Monte Vista Avenue Suite 275
Claremont CA 91711"
04/13/2022,04/14/2022,06/15/2022,InterValley Health Plan,Riverside County,1,Layoff Permanent,"300 S. Highland Springs Ave. Suite 10-J
Banning CA 92220"
04/13/2022,04/14/2022,06/15/2022,InterValley Health Plan,San Bernardino County,2,Layoff Permanent,"12209 Hesperia Road Suite E Victorville CA
92395"
04/15/2022,04/18/2022,06/30/2022,"Transdev Services, Inc.",Los Angeles County,215,Layoff Permanent,6th 42210 Street Lancaster CA 93534
04/19/2022,04/20/2022,06/16/2022,Albertsons LLC,Los Angeles County,67,Closure Permanent,110 E. Carson St. Carson CA 90745
04/19/2022,04/20/2022,06/24/2022,Collins Aerospace,Riverside County,33,Closure Permanent,350 W Rincon Street Corona CA 92880
05/24/2021,04/20/2022,07/31/2021,"ABM Industry Groups, LLC",Santa Clara County,54,Layoff Permanent,"1111 Lockheed Mountain Way Bid. # 157
Sunnyvale CA 94086"
04/18/2022,04/25/2022,04/18/2022,Owning,Orange County,189,Layoff Permanent,1 City Blvd. Orange CA 92868
04/20/2022,04/25/2022,06/20/2022,OptumRx,San Diego County,132,Closure Permanent,2858 Loker Ave. East San Diego CA 92101
04/25/2022,04/26/2022,06/24/2022,"Pacifica Foods, LLC",San Diego County,86,Closure Permanent,649 Benet Rd. Oceanside CA 92058
04/25/2022,04/26/2022,06/24/2022,"Analog Devices, Inc.",Santa Clara County,61,Layoff Permanent,1630 McCarthy Blvd. Milpitas CA 95035
04/26/2022,04/26/2022,12/31/2022,Hunter Douglas Fabrication Company,Yolo County,122,Closure Permanent,"2080 Enterprise Blvd. West Sacramento
CA 95691"
04/25/2022,04/27/2022,08/31/2022,Marymount California University,Los Angeles County,131,Closure Permanent,"30800 Palos Verdes Drive East Rancho
Palos Verdes CA 90275"
04/26/2022,04/27/2022,06/26/2022,Nektar Therapeutics,San Francisco County,337,Layoff Permanent,"455 Mission Bay Boulevard South San
Francisco CA 94158"
04/20/2022,04/28/2022,06/24/2022,S&H Packing and Sales Co. Inc.,Los Angeles County,52,Closure Permanent,"1601 E. Olympic Blvd. Suite 315-318 Los
Angeles CA 90021"
04/28/2022,04/28/2022,07/01/2022,"Robinhood Markets, Inc.",San Mateo County,100,Layoff Permanent,85 Willow Road Menlo Park CA 94025
04/27/2022,04/28/2022,07/01/2022,Alza Corporation,Solano County,14,Layoff Permanent,700 Eubanks Drive Vacaville CA 95688
04/28/2022,04/29/2022,06/30/2022,Waste Management,Orange County,98,Layoff Permanent,1800 S. Grand Ave Santa Ana CA 92705
04/28/2022,05/02/2022,06/27/2022,Pennymac,Los Angeles County,21,Layoff Permanent,251 S. Lake Avenue Pasadena CA 91101
04/29/2022,05/02/2022,05/06/2022,Whole Foods Market,Los Angeles County,117,Closure Permanent,"18700 Ventura Boulevard, Suite #190
Tarzana CA 91356"
03/16/2022,05/02/2022,06/30/2022,"Southland Transit, Inc.",Riverside County,97,Closure Permanent,110 South G Street Perris CA 92570
04/28/2022,05/02/2022,06/30/2022,Waste Management,San Diego County,76,Layoff Permanent,5960 El Camino Real Carlsbad CA 92008
04/29/2022,05/03/2022,06/30/2022,First Baptist Head Start-Belshaw Center,Contra Costa County,7,Layoff Permanent,2801 Roosevelt Lane Antioch CA 94509
04/29/2022,05/03/2022,06/30/2022,First Baptist Head Start-Administration Office,Contra Costa County,13,Layoff Permanent,3890 Railroad Avenue Pittsburg CA 94565
04/29/2022,05/03/2022,06/30/2022,First Baptist Head Start-East Leland Center,Contra Costa County,11,Layoff Permanent,2555 East Leland Road Pittsburg CA 94565
04/29/2022,05/03/2022,06/30/2022,First Baptist Head Start-Kid's Castle Center,Contra Costa County,19,Layoff Permanent,55 Castlewood Drive Pittsburg CA 94565
04/29/2022,05/03/2022,06/30/2022,First Baptist Head Start-Lido Square Center,Contra Costa County,5,Layoff Permanent,2131 Crestview Lane Pittsburg CA 94565
04/29/2022,05/03/2022,06/30/2022,First Baptist Head Start-Fairgrounds Center,Contra Costa County,22,Layoff Permanent,1203 West 20th Street Antioch CA 94509
04/29/2022,05/03/2022,06/30/2022,First Baptist Head Start-Lone Tree Center,Contra Costa County,7,Layoff Permanent,1931 Mokelumne Drive Antioch CA 94531
04/29/2022,05/03/2022,06/30/2022,First Baptist Head Start-Odessa Center,Contra Costa County,3,Layoff Permanent,204 Odessa Avenue Pittsburg CA 94565
04/29/2022,05/03/2022,06/30/2022,Morrison Healthcare at Kaiser Permanente-Downey,Los Angeles County,8,Layoff Permanent,9333 Imperial Hwy Downey CA 90242
04/29/2022,05/03/2022,06/30/2022,"Morrison Healthcare at Kaiser Permanente-
Independence Park",Los Angeles County,1,Layoff Permanent,12254 Bellflower Blvd. Downey CA 90242
04/29/2022,05/03/2022,06/30/2022,"Morrison Healthcare at Kaiser Permanente-Walnut
Creek",Los Angeles County,5,Layoff Permanent,393 E. Walnut St. Pasadena CA 91188
05/02/2022,05/04/2022,06/17/2022,"Blend Labs, Inc.",Orange County,89,Layoff Permanent,"1600 East St. Andrew Place Santa Ana CA
92705"
04/28/2022,05/04/2022,06/27/2022,Pennymac,Placer County,13,Layoff Permanent,3013 Douglas Blvd Roseville CA 95661
05/02/2022,05/04/2022,06/17/2022,"Blend Labs, Inc.",San Francisco County,60,Layoff Permanent,415 Kearny St. San Francisco CA 94108
04/28/2022,05/04/2022,06/27/2022,Pennymac,Ventura County,25,Layoff Permanent,"112 Lakeview Canyon Road Westlake
Village CA 91361"
05/02/2022,05/04/2022,06/17/2022,"Blend Labs, Inc.",Ventura County,6,Layoff Permanent,"One Baxter Way, Suite 260 Westlake
Village CA 91362"
05/02/2022,05/05/2022,05/02/2022,Public Health Institute (PHI),Alameda County,51,Layoff Permanent,"555 12th Street, 6th Floor Oakland CA
94607"
05/02/2022,05/05/2022,06/30/2022,Radford Studio Center LLC,Los Angeles County,54,Layoff Permanent,4024 Radford Avenue Studio City CA 91604
05/01/2022,05/05/2022,06/30/2022,Telus International dba Voxpro Group LLC,Sacramento County,87,Layoff Permanent,255 Parkshore Drive Folsom CA 95630
05/05/2022,05/05/2022,07/05/2022,"GATR Technologies Inc./ISR Systems Inc., subsidiary of
Cubic Corporation",San Diego County,24,Closure Permanent,3635 Afton Rd. San Diego CA 92123
05/09/2022,05/09/2022,06/30/2022,"MV Transportation, Inc.",Kern County,11,Layoff Permanent,180 W. Merced Avenue Delano CA 93216
05/06/2022,05/09/2022,06/04/2022,"PerkinElmer Health Sciences, Inc.",Los Angeles County,76,Closure Permanent,28454 Livingston Ave Valencia CA 91355
05/06/2022,05/09/2022,07/08/2022,Doma,Orange County,113,Layoff Permanent,"4 Park Plaza, Suite 1500 Irvine CA 92614"
05/09/2022,05/09/2022,06/30/2022,"MV Transportation, Inc.",Tulare County,35,Layoff Permanent,360 North K Street Tulare CA 93274
05/09/2022,05/09/2022,06/30/2022,"MV Transportation, Inc.",Tulare County,42,Layoff Permanent,25430 Road 140 Visalia CA 93291
05/05/2022,05/09/2022,07/06/2022,Cascade Windows,Yolo County,61,Closure Permanent,1660 Tide Ct. Woodland CA 95776
05/09/2022,05/10/2022,07/08/2022,Pennymac,Los Angeles County,14,Layoff Permanent,251 S. Lake Avenue Pasadena CA 91101
04/01/2022,05/10/2022,04/01/2022,Pacific PPE Corporation,San Bernardino County,9,Closure Permanent,7580 Cherry Avenue Fontana CA 92336
04/13/2022,05/10/2022,06/15/2022,Furaat Inc.,San Diego County,43,Closure Permanent,16550 Via Esprillo San Diego CA 92127
04/14/2022,05/10/2022,06/15/2022,Furaat Inc.,San Diego County,62,Closure Permanent,"901 Bay Marina Drive National City CA
91950"
05/09/2022,05/10/2022,06/30/2022,San Francisco Art Institute (SFAI),San Francisco County,74,Closure Permanent,"800 Chestnut Street San Francisco CA
94133"
05/09/2022,05/11/2022,07/08/2022,Pennymac,Los Angeles County,2,Layoff Permanent,29903 Agoura Road Agoura Hills CA 91301
05/11/2022,05/11/2022,07/11/2022,"Zwift, Inc.",Los Angeles County,63,Layoff Permanent,"111 W. Ocean Blvd., Ste. 1800 Long Beach
CA 90802"
04/28/2022,05/11/2022,06/27/2022,Pennymac,Placer County,3,Layoff Permanent,3013 Douglas Blvd Roseville CA 95661
05/09/2022,05/11/2022,07/08/2022,Pennymac,Ventura County,72,Layoff Permanent,"112 Lakeview Canyon Road Thousand
Oaks CA 91362"
05/09/2022,05/11/2022,07/08/2022,Pennymac,Ventura County,5,Layoff Permanent,"3143 Townsgate Road Thousand Oaks CA
91361"
05/09/2022,05/11/2022,07/08/2022,Pennymac,Ventura County,52,Layoff Permanent,6101 Condor Drive Moorpark CA 93021
05/11/2022,05/12/2022,07/17/2022,USF Reddaway Inc.,Los Angeles County,98,Closure Permanent,575 E. Weber Avenue Compton CA 90222
05/10/2022,05/12/2022,07/08/2022,California Human Development Disability Services,Sonoma County,18,Closure Permanent,1020 Center Drive Santa Rosa CA 95403
05/10/2022,05/12/2022,07/29/2022,"California Human Development Substance Recovery
Services (Residential)",Sonoma County,11,Closure Permanent,"3555 Sonoma HIghway Santa Rosa CA
95409"
05/10/2022,05/12/2022,07/08/2022,"California Human Development Substance Recovery
Services (Outpatient Treatment)",Sonoma County,9,Closure Permanent,3315 Airway Drive Santa Rosa CA 95403
05/13/2022,05/16/2022,05/13/2022,"Pretium Packaging, LLC",Orange County,101,Closure Permanent,"5235 East Hunter Avenue Anaheim CA
92807"
